lo_id,grade,study_year_id,school_app,course_id,course_name,created_at,accepted_at,group_name,lessons_completed,course_start_at,course_lesson_cnt,student_score,max_score,test_result_final
452310,8,4,1,76,"Финансовая грамотность","2022-11-06 19:25:46","2022-11-28 14:34:57","Фин. грамотность 28.11",0,NULL,11,0,222,100
566477,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-23 22:09:39","2022-11-28 13:44:59","Русский медвежонок 28.11",2,"2022-11-28 15:47:23",7,3,56,94
630725,6,2,1,5,"Академическое письмо (Academic Writing)","2022-12-26 10:11:01","2023-01-16 12:49:19","Академ. письмо 16.01",2,"2023-01-26 09:40:10",21,0,103,81
423495,8,4,1,63,"Основы программирования на языке Python","2023-01-06 14:30:49","2023-01-16 12:55:12","Основы программирования 16.01",0,NULL,9,0,31,85
604767,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-12-03 06:07:36","2023-01-16 12:57:15","Русский медвежонок 16.01",0,NULL,7,0,56,92
613834,5,1,0,7,"Биологический калейдоскоп","2022-09-25 16:27:39","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",1,"2022-10-09 11:10:34",11,13,249,90
611191,6,2,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-16 20:50:36","2022-09-26 23:59:59","Русский медвежонок 26.09",5,"2022-09-29 18:07:12",7,26,56,69
612532,5,1,1,12,"Математика для начинающих","2022-09-23 18:42:04","2022-09-26 23:59:59","Математика нач. 26.09",5,"2022-10-03 15:53:20",12,44,212,100
527197,6,2,1,12,"Математика для начинающих","2022-09-09 13:09:24","2022-09-26 23:59:59","Математика нач. 26.09",10,"2022-10-04 15:19:09",12,140,212,87
617492,5,1,0,63,"Основы программирования на языке Python","2022-10-16 17:30:59","2022-10-24 23:59:59","Основы Python 24.10",6,"2022-10-24 16:04:18",9,18,31,88
460883,5,1,1,21,"Первые шаги в робототехнику","2022-10-04 12:57:44","2022-10-24 23:59:59","Первые шаги в робототехнику 24.10",2,"2022-10-30 19:39:20",11,4,39,88
585081,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-11 22:21:03","2022-09-26 23:59:59","Академ. письмо 26.09",0,NULL,21,0,103,NULL
427307,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-04 10:15:43","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,89
550811,5,1,0,26,"Семейная экономика","2022-10-23 20:40:53","2022-10-24 23:59:59","Семейная экономика 24.10",0,NULL,12,0,249,98
593366,5,1,0,7,"Биологический калейдоскоп","2022-10-01 21:06:41","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",2,"2022-10-28 09:40:00",11,2,249,85
569033,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-13 22:00:38","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,81
623706,5,1,1,26,"Семейная экономика","2022-10-25 00:42:02","2022-11-28 14:18:55","Семейная экономика 28.11",0,NULL,12,0,249,100
529410,5,1,0,14,"Математическая физика для начинающих","2022-10-30 17:56:23","2022-11-28 14:27:58","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,48
584960,6,2,1,14,"Математическая физика для начинающих","2022-10-26 22:41:56","2022-11-28 14:27:58","Мат. физика (начинающие) 28.11",11,"2022-11-30 09:08:17",12,125,295,50
651776,5,1,0,26,"Семейная экономика","2023-01-13 21:10:10","2023-01-16 12:58:10","Семейная экономика 16.01",9,"2023-01-16 20:58:28",12,186,249,100
609566,7,3,0,6,"Античная философия","2022-10-26 19:41:18","2023-01-16 12:50:19","Античная философия 16.01",0,NULL,14,0,110,40
435812,5,1,0,7,"Биологический калейдоскоп","2022-09-24 23:13:04","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",4,"2022-09-27 20:58:43",11,45,249,100
552967,7,3,1,63,"Основы программирования на языке Python","2022-09-15 10:06:45","2022-09-26 23:59:59","Основы Python 26.09",4,"2022-10-01 11:36:22",9,13,31,90
609228,5,1,0,63,"Основы программирования на языке Python","2022-09-08 17:50:28","2022-09-26 23:59:59","Основы Python 26.09",2,"2022-09-28 13:12:47",9,6,31,87
570723,6,2,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-15 21:58:57","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-30 20:52:45",7,45,56,100
529068,6,2,1,10,"Лингвистика для начинающих","2022-09-25 15:49:00","2022-09-26 23:59:59","Лингв. нач. 26.09",6,"2022-09-27 22:23:50",11,8,62,100
593611,5,1,1,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-22 18:11:54","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,90
579857,5,1,1,26,"Семейная экономика","2022-10-13 20:51:50","2022-10-24 23:59:59","Семейная экономика 24.10",4,"2022-10-24 17:53:48",12,67,249,74
551419,5,1,0,7,"Биологический калейдоскоп","2022-09-09 19:11:49","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",5,"2022-11-21 09:06:32",11,38,249,100
436913,6,2,1,10,"Лингвистика для начинающих","2022-10-18 18:05:14","2022-11-28 13:48:08","Лингвистика для нач. 28.11",1,"2022-11-29 15:54:30",11,4,62,100
608401,5,1,0,12,"Математика для начинающих","2022-09-25 23:13:45","2022-11-28 13:55:47","Математика для начин 28.11",0,NULL,12,0,212,75
551382,6,2,0,21,"Первые шаги в робототехнику","2022-09-13 16:09:29","2022-11-28 14:24:53","Первые шаги в робототехнику 28.11",5,"2022-12-03 17:44:10",11,14,39,62
626085,5,1,0,14,"Математическая физика для начинающих","2022-11-19 18:31:06","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",2,"2022-11-28 17:08:30",12,17,295,88
569481,7,3,1,77,"Экономика фирмы","2022-11-30 21:29:39","2023-01-16 12:58:52","Экономики фирмы 28.11",1,"2023-03-05 16:28:09",11,1,39,90
569481,7,3,1,77,"Экономика фирмы","2022-10-19 19:23:56","2022-11-28 14:34:19","Экономики фирмы 28.11",1,"2023-03-05 16:28:09",11,1,39,90
552472,5,1,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-13 15:09:48","2022-11-28 13:44:59","Русский медвежонок 28.11",6,"2022-11-29 21:15:33",7,37,56,100
609802,6,2,1,14,"Математическая физика для начинающих","2022-11-19 21:33:39","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,100
558590,5,1,1,7,"Биологический калейдоскоп","2022-09-22 13:40:14","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",9,"2022-10-01 13:01:29",11,52,249,75
532941,6,2,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-09 18:03:24","2022-09-26 23:59:59","Русский медвежонок 26.09",7,"2022-10-02 09:56:59",7,21,56,70
619653,5,1,0,21,"Первые шаги в робототехнику","2022-10-21 22:40:57","2022-10-24 23:59:59","Первые шаги в робототехнику 24.10",10,"2022-10-30 22:09:48",11,21,39,75
603241,5,1,1,14,"Математическая физика для начинающих","2022-09-25 11:31:13","2022-10-24 23:59:59","Мат. физика (начинающие) 24.10",4,"2022-10-29 20:35:02",12,28,295,100
550590,6,2,1,14,"Математическая физика для начинающих","2022-10-10 13:40:35","2022-10-24 23:59:59","Мат. физика (начинающие) 24.10",2,"2022-10-26 12:40:04",12,29,295,87
612001,6,2,0,26,"Семейная экономика","2022-09-19 15:01:01","2022-10-24 23:59:59","Семейная экономика 24.10",0,NULL,12,0,249,87
530923,6,2,1,26,"Семейная экономика","2022-09-21 16:32:52","2022-10-24 23:59:59","Семейная экономика 24.10",3,"2022-11-17 13:18:44",12,30,249,87
603415,6,2,1,63,"Основы программирования на языке Python","2022-09-18 19:47:28","2022-10-24 23:59:59","Основы Python 24.10",1,"2022-10-30 19:55:06",9,1,31,87
602214,5,1,0,12,"Математика для начинающих","2022-11-06 15:11:04","2022-11-28 13:55:46","Математика для начин 28.11",0,NULL,12,0,212,100
580611,6,2,1,12,"Математика для начинающих","2022-09-15 10:49:44","2022-11-28 13:55:45","Математика для начин 28.11",0,NULL,12,0,212,99
551270,5,1,0,12,"Математика для начинающих","2022-09-25 19:15:50","2022-11-28 13:55:47","Математика для начин 28.11",0,NULL,12,0,212,75
620343,8,4,1,63,"Основы программирования на языке Python","2022-11-23 12:38:36","2022-11-28 14:10:31","Основы программирования 28.11",8,"2022-11-29 09:02:27",9,24,31,85
614397,6,2,0,63,"Основы программирования на языке Python","2022-10-29 19:06:58","2022-11-28 14:10:31","Основы программирования 28.11",0,NULL,9,0,31,62
633984,5,1,1,14,"Математическая физика для начинающих","2022-11-21 16:48:54","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",3,"2022-12-03 17:41:30",12,14,295,87
609273,8,4,0,76,"Финансовая грамотность","2022-10-18 22:41:46","2022-11-28 14:34:58","Фин. грамотность 28.11",0,NULL,11,0,222,28
562078,8,4,1,5,"Академическое письмо (Academic Writing)","2022-12-16 21:23:31","2023-01-16 12:49:19","Академ. письмо 16.01",0,NULL,21,0,103,100
651796,6,2,1,7,"Биологический калейдоскоп","2023-01-11 00:16:49","2023-01-16 12:51:15","Биологический калейдоскоп 16.01",3,"2023-01-19 20:00:34",11,4,249,100
636209,6,2,0,7,"Биологический калейдоскоп","2022-12-04 13:41:23","2023-01-16 12:51:15","Биологический калейдоскоп 16.01",0,NULL,11,0,249,80
588355,6,2,0,63,"Основы программирования на языке Python","2022-12-30 13:12:11","2023-01-16 12:55:13","Основы программирования 16.01",6,"2023-01-20 19:05:55",9,18,31,74
452766,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-12-07 20:22:04","2023-01-16 12:57:14","Русский медвежонок 16.01",5,"2023-01-16 16:14:57",7,27,56,100
567988,6,2,0,7,"Биологический калейдоскоп","2022-09-08 20:02:33","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",2,"2022-09-30 10:40:42",11,2,249,100
609215,5,1,0,7,"Биологический калейдоскоп","2022-09-11 12:00:17","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",10,"2022-09-30 11:29:44",11,102,249,95
610721,6,2,1,21,"Первые шаги в робототехнику","2022-09-15 19:52:27","2022-09-26 23:59:59","Робототехника 26.09",11,"2022-10-01 18:38:51",11,28,39,62
606035,5,1,0,12,"Математика для начинающих","2022-09-23 09:18:40","2022-09-26 23:59:59","Математика нач. 26.09",10,"2022-09-29 13:32:44",12,147,212,87
609655,5,1,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-20 07:34:08","2022-10-24 23:59:59","Из чего всё сделано 24.10",7,"2022-10-25 06:09:12",9,20,53,95
610744,7,3,0,5,"Академическое письмо (Academic Writing)","2022-10-01 21:25:24","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,10
551222,5,1,0,14,"Математическая физика для начинающих","2022-09-23 11:47:35","2022-10-24 23:59:59","Мат. физика (начинающие) 24.10",0,NULL,12,0,295,NULL
500830,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-11 22:26:13","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,72
616639,5,1,0,12,"Математика для начинающих","2022-10-06 17:09:30","2022-11-28 13:55:46","Математика для начин 28.11",1,NULL,12,0,212,87
633363,5,1,1,14,"Математическая физика для начинающих","2022-11-13 14:12:57","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",11,"2022-11-28 16:41:03",12,235,295,75
552821,7,3,1,77,"Экономика фирмы","2022-10-09 19:33:43","2022-11-28 14:34:19","Экономики фирмы 28.11",3,"2022-12-01 18:30:14",11,4,39,90
623616,6,2,0,7,"Биологический калейдоскоп","2022-10-24 19:46:38","2022-11-28 14:39:15","Биологический калейдоскоп 28.11",0,NULL,11,0,249,70
430940,6,2,1,5,"Академическое письмо (Academic Writing)","2022-11-07 21:52:00","2022-11-28 14:43:12","Академ. письмо 28.11",0,NULL,21,0,103,100
608648,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-14 14:56:40","2022-11-28 13:44:59","Русский медвежонок 28.11",0,NULL,7,0,56,87
569021,6,2,0,5,"Академическое письмо (Academic Writing)","2022-11-30 09:37:00","2023-01-16 12:49:19","Академ. письмо 16.01",21,"2023-01-17 12:18:13",21,76,103,90
649288,5,1,0,63,"Основы программирования на языке Python","2022-12-29 13:27:59","2023-01-16 12:55:13","Основы программирования 16.01",0,NULL,9,0,31,87
639466,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-12-10 17:00:54","2023-01-16 12:57:15","Русский медвежонок 16.01",1,"2023-01-28 06:03:08",7,6,56,70
466680,5,1,0,14,"Математическая физика для начинающих","2022-10-20 13:19:09","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",2,"2022-12-04 06:53:24",12,29,295,87
557445,6,2,0,14,"Математическая физика для начинающих","2022-09-22 13:55:04","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,75
612941,5,1,0,14,"Математическая физика для начинающих","2022-09-21 14:35:07","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,75
567125,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-15 14:28:23","2022-09-26 23:59:59","Академ. письмо 26.09",16,"2022-09-29 14:09:47",21,60,103,100
528921,7,3,1,63,"Основы программирования на языке Python","2022-09-15 11:17:44","2022-09-26 23:59:59","Основы Python 26.09",5,"2022-09-29 13:45:50",9,15,31,82
614044,7,3,0,63,"Основы программирования на языке Python","2022-09-25 22:19:55","2022-09-26 23:59:59","Основы Python 26.09",3,"2022-10-02 11:55:27",9,5,31,72
612781,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-20 20:57:03","2022-09-26 23:59:59","Русский медвежонок 26.09",3,"2022-10-21 14:10:50",7,11,56,60
593327,5,1,1,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-20 18:51:11","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,90
593855,6,2,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-23 22:25:58","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,5
545982,6,2,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-10-14 20:30:31","2022-10-24 23:59:59","Из чего всё сделано 24.10",8,"2022-10-26 14:35:12",9,38,53,100
551325,6,2,1,5,"Академическое письмо (Academic Writing)","2022-09-14 04:22:59","2022-09-26 23:59:59","Академ. письмо 26.09",0,NULL,21,0,103,NULL
466680,5,1,0,7,"Биологический калейдоскоп","2022-10-13 12:43:15","2022-10-24 23:59:59","Биологический калейдоскоп 24.10",5,"2022-10-31 09:41:24",11,45,249,100
609827,6,2,1,12,"Математика для начинающих","2022-09-12 15:47:34","2022-11-28 13:55:47","Математика для начин 28.11",0,NULL,12,0,212,75
637877,5,1,0,26,"Семейная экономика","2022-11-24 11:07:13","2022-11-28 14:18:55","Семейная экономика 28.11",0,NULL,12,0,249,75
624992,6,2,0,14,"Математическая физика для начинающих","2022-10-27 19:04:22","2022-11-28 14:27:58","Мат. физика (начинающие) 28.11",11,"2022-11-28 15:39:06",12,148,295,62
584852,7,3,1,5,"Академическое письмо (Academic Writing)","2022-11-04 18:33:06","2022-11-28 14:43:12","Академ. письмо 28.11",0,NULL,21,0,103,91
563123,8,4,1,5,"Академическое письмо (Academic Writing)","2022-10-29 16:55:46","2022-11-28 14:43:12","Академ. письмо 28.11",0,NULL,21,0,103,90
531210,6,2,1,5,"Академическое письмо (Academic Writing)","2023-01-13 23:33:12","2023-01-16 12:49:19","Академ. письмо 16.01",8,"2023-01-16 14:41:43",21,26,103,100
475203,6,2,1,63,"Основы программирования на языке Python","2022-12-19 21:21:00","2023-01-16 12:55:13","Основы программирования 16.01",0,NULL,9,0,31,87
609594,5,1,0,14,"Математическая физика для начинающих","2022-09-24 16:09:51","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,99
585065,6,2,0,7,"Биологический калейдоскоп","2022-09-25 17:39:37","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",11,"2022-09-29 11:08:00",11,93,249,100
604032,6,2,1,63,"Основы программирования на языке Python","2022-09-15 11:31:14","2022-11-28 14:10:31","Основы программирования 28.11",6,"2022-11-29 17:49:01",9,16,31,74
499981,6,2,1,26,"Семейная экономика","2022-10-26 11:47:48","2022-11-28 14:18:55","Семейная экономика 28.11",0,NULL,12,0,249,86
457220,8,4,0,76,"Финансовая грамотность","2022-10-05 20:28:09","2022-11-28 14:34:57","Фин. грамотность 28.11",0,NULL,11,0,222,91
574364,5,1,0,63,"Основы программирования на языке Python","2022-11-28 01:06:07","2023-01-16 12:55:12","Основы программирования 16.01",7,"2023-01-16 16:21:11",9,16,31,99
632777,5,1,0,21,"Первые шаги в робототехнику","2022-12-29 17:16:25","2023-01-16 12:56:19","Первые шаги в робототехнику 16.01",8,"2023-01-16 19:05:07",11,15,39,100
540818,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-09 14:05:22","2023-01-16 12:57:15","Русский медвежонок 26.09",2,"2023-01-29 11:53:34",7,0,56,76
609860,6,2,1,14,"Математическая физика для начинающих","2022-09-24 14:48:59","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",0,NULL,12,0,295,87
567376,5,1,1,7,"Биологический калейдоскоп","2022-09-24 23:19:25","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",11,"2022-10-02 22:14:29",11,124,249,100
528583,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-20 22:53:18","2022-09-26 23:59:59","Академ. письмо 26.09",17,"2022-10-01 10:58:00",21,39,103,81
534346,7,3,0,63,"Основы программирования на языке Python","2022-09-16 23:15:22","2022-09-26 23:59:59","Основы Python 26.09",9,"2022-09-28 12:56:42",9,20,31,54
547165,6,2,0,12,"Математика для начинающих","2022-09-25 17:09:33","2022-09-26 23:59:59","Математика нач. 26.09",2,"2022-10-02 17:39:40",12,19,212,87
400975,5,1,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-21 15:07:17","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,100
610271,6,2,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-22 19:31:11","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,75
612001,6,2,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-19 14:55:37","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,65
531097,7,3,0,5,"Академическое письмо (Academic Writing)","2022-10-07 15:03:22","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,81
601686,5,1,0,26,"Семейная экономика","2022-09-24 19:46:36","2022-10-24 23:59:59","Семейная экономика 24.10",8,"2022-10-24 19:12:23",12,111,249,100
622329,5,1,0,26,"Семейная экономика","2022-10-29 15:07:31","2022-11-28 14:18:55","Семейная экономика 28.11",11,"2022-11-28 16:26:08",12,159,249,13
623698,5,1,0,7,"Биологический калейдоскоп","2022-10-24 23:07:21","2022-11-28 14:39:15","Биологический калейдоскоп 28.11",0,NULL,11,0,249,85
631439,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2023-01-11 22:43:30","2023-01-16 12:57:15","Русский медвежонок 16.01",5,"2023-01-29 00:33:31",7,38,56,80
503764,7,3,1,5,"Академическое письмо (Academic Writing)","2022-09-13 19:30:53","2022-09-26 23:59:59","Академ. письмо 26.09",1,"2022-10-21 22:12:51",21,3,103,100
436886,6,2,1,63,"Основы программирования на языке Python","2022-09-09 17:42:26","2022-09-26 23:59:59","Основы Python 26.09",1,"2022-09-29 21:59:56",9,3,31,100
599583,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-25 18:41:15","2022-09-26 23:59:59","Русский медвежонок 26.09",4,"2022-09-28 12:14:08",7,24,56,95
435300,6,2,1,21,"Первые шаги в робототехнику","2022-10-18 07:05:45","2022-10-24 23:59:59","Первые шаги в робототехнику 24.10",8,"2022-10-25 19:38:54",11,19,39,75
571489,7,3,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-11 23:06:08","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,100
615538,6,2,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-03 13:09:32","2022-10-24 23:59:59","Русский медвежонок 24.10",3,"2022-10-30 18:06:52",7,14,56,84
609199,5,1,0,14,"Математическая физика для начинающих","2022-09-19 19:18:24","2022-10-24 23:59:59","Мат. физика (начинающие) 24.10",0,NULL,12,0,295,NULL
568853,6,2,1,63,"Основы программирования на языке Python","2022-09-13 13:55:00","2022-10-24 23:59:59","Основы Python 24.10",4,"2022-10-24 14:05:48",9,10,31,87
504523,7,3,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-24 21:24:28","2022-10-24 23:59:59","Русский медвежонок 24.10",6,"2022-10-27 16:24:33",7,37,56,99
552821,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-11 14:42:29","2022-10-24 23:59:59","Русский медвежонок 24.10",0,NULL,7,0,56,49
615302,5,1,0,12,"Математика для начинающих","2022-10-02 15:49:32","2022-11-28 13:55:45","Математика для начин 28.11",11,"2022-11-28 15:53:11",12,205,212,13
545380,6,2,0,12,"Математика для начинающих","2022-09-15 09:10:11","2022-11-28 13:55:47","Математика для начин 28.11",0,NULL,12,0,212,74
435806,5,1,1,63,"Основы программирования на языке Python","2022-09-13 14:29:35","2022-11-28 14:10:31","Основы программирования 28.11",7,"2022-12-03 16:57:44",9,20,31,75
532146,7,3,1,77,"Экономика фирмы","2022-10-27 09:59:43","2022-11-28 14:34:19","Экономики фирмы 28.11",0,NULL,11,0,39,81
609496,6,2,1,5,"Академическое письмо (Academic Writing)","2022-11-10 09:34:18","2022-11-28 14:43:12","Академ. письмо 28.11",1,NULL,21,0,103,90
569040,6,2,1,7,"Биологический калейдоскоп","2023-01-02 15:54:11","2023-01-16 12:51:15","Биологический калейдоскоп 16.01",7,"2023-01-16 18:29:51",11,142,249,100
605341,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-12-11 13:01:51","2023-01-16 12:57:15","Русский медвежонок 16.01",0,NULL,7,0,56,92
640380,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2023-01-07 13:37:15","2023-01-16 12:57:15","Русский медвежонок 16.01",4,"2023-01-20 17:40:10",7,27,56,80
569000,7,3,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-02 22:13:21","2023-01-16 12:57:15","Русский медвежонок 16.01",2,"2023-01-21 19:58:49",7,14,56,80
616466,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-10-08 15:34:58","2023-01-16 12:57:15","Русский медвежонок 16.01",0,NULL,7,0,56,70
614496,5,1,0,14,"Математическая физика для начинающих","2022-10-03 11:14:24","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",7,"2022-11-30 13:35:50",12,20,295,86
610016,6,2,0,7,"Биологический калейдоскоп","2022-09-12 22:09:04","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",5,"2022-09-29 13:33:24",11,51,249,90
613845,6,2,0,7,"Биологический калейдоскоп","2022-09-25 11:04:47","2022-09-26 23:59:59","Биолог. калейдоскоп 26.09",9,"2022-09-28 12:31:27",11,103,249,75
517630,7,3,0,5,"Академическое письмо (Academic Writing)","2022-09-22 11:28:05","2022-09-26 23:59:59","Академ. письмо 26.09",16,"2022-10-01 22:27:13",21,58,103,100
609462,5,1,1,63,"Основы программирования на языке Python","2022-09-09 18:53:46","2022-09-26 23:59:59","Основы Python 26.09",7,"2022-09-28 17:01:08",9,17,31,75
503448,7,3,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-16 00:28:30","2022-09-26 23:59:59","Русский медвежонок 26.09",2,"2022-10-15 13:49:04",7,6,56,92
622329,5,1,0,63,"Основы программирования на языке Python","2022-10-21 19:48:31","2022-10-24 23:59:59","Основы Python 24.10",9,"2022-10-28 17:33:12",9,25,31,13
614121,5,1,1,26,"Семейная экономика","2022-09-29 15:27:45","2022-10-24 23:59:59","Семейная экономика 24.10",11,"2022-10-25 15:07:17",12,122,249,87
588077,8,4,1,5,"Академическое письмо (Academic Writing)","2022-09-18 20:21:02","2022-10-24 23:59:59","Академ.письмо 24.10",0,NULL,21,0,103,72
535373,6,2,0,12,"Математика для начинающих","2022-10-30 17:19:44","2022-11-28 13:55:46","Математика для начин 28.11",0,NULL,12,0,212,87
636152,6,2,1,12,"Математика для начинающих","2022-11-18 22:19:04","2022-11-28 13:55:47","Математика для начин 28.11",0,NULL,12,0,212,87
611315,5,1,1,12,"Математика для начинающих","2022-10-22 22:04:00","2022-11-28 13:55:47","Математика для начин 28.11",11,"2022-12-03 15:49:07",12,203,212,75
609496,6,2,1,21,"Первые шаги в робототехнику","2022-11-16 10:58:11","2022-11-28 14:24:53","Первые шаги в робототехнику 28.11",0,NULL,11,0,39,86
633796,5,1,0,14,"Математическая физика для начинающих","2022-11-15 21:23:54","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",3,"2022-11-28 16:21:26",12,68,295,100
498400,8,4,0,6,"Античная философия","2022-10-26 04:24:26","2022-11-28 14:41:49","Античная философия 28.11",0,NULL,14,0,110,74
580611,6,2,1,7,"Биологический калейдоскоп","2022-12-01 13:05:54","2023-01-16 12:51:15","Биологический калейдоскоп 16.01",0,NULL,11,0,249,90
604482,5,1,0,14,"Математическая физика для начинающих","2023-01-12 21:13:19","2023-01-16 12:52:54","Мат.физика (начинающие) 16.01",9,"2023-01-16 17:14:21",12,137,295,87
637881,6,2,1,63,"Основы программирования на языке Python","2022-12-26 13:54:39","2023-01-16 12:55:12","Основы программирования 16.01",0,NULL,9,0,31,99
626710,5,1,0,26,"Семейная экономика","2023-01-15 21:44:58","2023-01-16 12:58:10","Семейная экономика 16.01",9,"2023-01-16 15:22:14",12,147,249,100
551865,5,1,0,63,"Основы программирования на языке Python","2022-10-18 13:55:28","2023-01-16 12:55:13","Основы программирования 16.01",0,NULL,9,0,31,49
619653,5,1,0,14,"Математическая физика для начинающих","2022-10-14 22:31:35","2022-11-28 14:27:57","Мат. физика (начинающие) 28.11",1,"2022-12-06 09:56:11",12,3,295,75
592672,7,3,1,63,"Основы программирования на языке Python","2022-09-14 10:42:06","2022-09-26 23:59:59","Основы Python 26.09",8,"2022-09-30 22:46:49",9,19,31,90
609450,7,3,1,63,"Основы программирования на языке Python","2022-09-17 10:46:58","2022-09-26 23:59:59","Основы Python 26.09",8,"2022-10-02 19:38:55",9,15,31,90
609577,5,1,0,63,"Основы программирования на языке Python","2022-09-10 14:01:17","2022-09-26 23:59:59","Основы Python 26.09",1,"2022-10-07 16:36:23",9,1,31,87
453566,6,2,1,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-17 19:11:18","2022-09-26 23:59:59","Русский медвежонок 26.09",6,"2022-09-28 12:13:45",7,48,56,100
610774,5,1,0,4,"Подготовка к олимпиаде «Русский медвежонок»","2022-09-15 22:58:43","2022-09-26 23:59:59","Русский медвежонок 26.09",1,"2022-09-29 09:39:04",7,8,56,80
570962,6,2,0,63,"Основы программирования на языке Python","2022-10-18 13:25:41","2022-10-24 23:59:59","Основы Python 24.10",0,NULL,9,0,31,13
529252,8,4,0,63,"Основы программирования на языке Python","2022-10-20 15:09:06","2022-10-24 23:59:59","Основы Python 24.10",4,"2022-10-30 20:53:37",9,11,31,71
614042,5,1,0,8,"Из чего сделано все вокруг? Начинаем изучать химию","2022-09-25 23:02:08","2022-10-24 23:59:59","Из чего всё сделано 24.10",0,NULL,9,0,53,95
